Entity,Code,Year,Wind generation - TWh
Czechia,CZE,2003,0.0039
Czechia,CZE,2004,0.0099
Czechia,CZE,2005,0.02128
Czechia,CZE,2006,0.049375
Czechia,CZE,2007,0.125098
Czechia,CZE,2008,0.244661
Czechia,CZE,2009,0.288067
Czechia,CZE,2010,0.335493
Czechia,CZE,2011,0.397003
Czechia,CZE,2012,0.415817
Czechia,CZE,2013,0.480519
Czechia,CZE,2014,0.47654453
Czechia,CZE,2015,0.5726116
Czechia,CZE,2016,0.49696034
Czechia,CZE,2017,0.59103835
Czechia,CZE,2018,0.6093297
Czechia,CZE,2019,0.70003396
Czechia,CZE,2020,0.6990835
Czechia,CZE,2021,0.60153407
Czechia,CZE,2022,0.64131945
Denmark,DNK,1978,0.003
Denmark,DNK,1979,0.006
Denmark,DNK,1980,0.0105
Denmark,DNK,1981,0.0105
Denmark,DNK,1982,0.0185
Denmark,DNK,1983,0.0271
Denmark,DNK,1984,0.0332
Denmark,DNK,1985,0.0514
Denmark,DNK,1986,0.1256
Denmark,DNK,1987,0.1738
Denmark,DNK,1988,0.2917
Denmark,DNK,1989,0.4284
Denmark,DNK,1990,0.6103
Denmark,DNK,1991,0.7401
Denmark,DNK,1992,0.9154
Denmark,DNK,1993,1.0342
Denmark,DNK,1994,1.137
Denmark,DNK,1995,1.1773
Denmark,DNK,1996,1.2269
Denmark,DNK,1997,1.9342
Denmark,DNK,1998,2.8199
Denmark,DNK,1999,3.029
Denmark,DNK,2000,4.2412
Denmark,DNK,2001,4.3060193
Denmark,DNK,2002,4.876939
Denmark,DNK,2003,5.5607834
Denmark,DNK,2004,6.5831113
Denmark,DNK,2005,6.614
Denmark,DNK,2006,6.1079583
Denmark,DNK,2007,7.1712
Denmark,DNK,2008,6.9278
Denmark,DNK,2009,6.7205
Denmark,DNK,2010,7.809422
Denmark,DNK,2011,9.774183
Denmark,DNK,2012,10.269938
Denmark,DNK,2013,11.123275
Denmark,DNK,2014,13.078503
Denmark,DNK,2015,14.133092
Denmark,DNK,2016,12.781731
Denmark,DNK,2017,14.78
Denmark,DNK,2018,13.901956
Denmark,DNK,2019,16.149834
Denmark,DNK,2020,16.330214
Denmark,DNK,2021,16.054466
Denmark,DNK,2022,19.001877
Eastern Africa (EI),,1971,0
Eastern Africa (EI),,1972,0
Eastern Africa (EI),,1973,0
Eastern Africa (EI),,1974,0
Eastern Africa (EI),,1975,0
Eastern Africa (EI),,1976,0
Eastern Africa (EI),,1977,0
Eastern Africa (EI),,1978,0
Eastern Africa (EI),,1979,0
Eastern Africa (EI),,1980,0
Eastern Africa (EI),,1981,0
Eastern Africa (EI),,1982,0
Eastern Africa (EI),,1983,0
Eastern Africa (EI),,1984,0
Eastern Africa (EI),,1985,0
Eastern Africa (EI),,1986,0
Eastern Africa (EI),,1987,0
Eastern Africa (EI),,1988,0
Eastern Africa (EI),,1989,0
Eastern Africa (EI),,1990,0
Eastern Africa (EI),,1991,0
Eastern Africa (EI),,1992,0
Eastern Africa (EI),,1993,0
Eastern Africa (EI),,1994,0
Eastern Africa (EI),,1995,0
Eastern Africa (EI),,1996,0
Eastern Africa (EI),,1997,0
Eastern Africa (EI),,1998,0
Eastern Africa (EI),,1999,0
Eastern Africa (EI),,2000,0.0001
Eastern Africa (EI),,2001,0
Eastern Africa (EI),,2002,0.0003
Eastern Africa (EI),,2003,0.0004
Eastern Africa (EI),,2004,0.0009
Eastern Africa (EI),,2005,0.0013
Eastern Africa (EI),,2006,0.0048
Eastern Africa (EI),,2007,0.011
Eastern Africa (EI),,2008,0.01607
Eastern Africa (EI),,2009,0.0267
Eastern Africa (EI),,2010,0.03821
Eastern Africa (EI),,2011,0.03413
Eastern Africa (EI),,2012,0.1539782
Eastern Africa (EI),,2013,0.3147111
Eastern Africa (EI),,2014,0.4413035
Eastern Africa (EI),,2015,0.7777217
Eastern Africa (EI),,2016,0.8899006
Eastern Africa (EI),,2017,0.791775
Eastern Africa (EI),,2018,0.862747
Eastern Africa (EI),,2019,2.2223876
Eastern Africa (EI),,2020,1.9740475
Eastern Africa (EI),,2021,2.587512
Eastern Africa (EI),,2022,2.7489705
Ecuador,ECU,1990,0
Ecuador,ECU,1991,0
Ecuador,ECU,1992,0
Ecuador,ECU,1993,0
Ecuador,ECU,1994,0
Ecuador,ECU,1995,0
Ecuador,ECU,1996,0
Ecuador,ECU,1997,0
Ecuador,ECU,1998,0
Ecuador,ECU,1999,0
Ecuador,ECU,2000,0
Ecuador,ECU,2001,0
Ecuador,ECU,2002,0
Ecuador,ECU,2003,0
Ecuador,ECU,2004,0
Ecuador,ECU,2005,0
Ecuador,ECU,2006,0
Ecuador,ECU,2007,0.000962135
Ecuador,ECU,2008,0.002682461
Ecuador,ECU,2009,0.003204417
Ecuador,ECU,2010,0.00343485
Ecuador,ECU,2011,0.00334467
Ecuador,ECU,2012,0.002398368
Ecuador,ECU,2013,0.056702975
Ecuador,ECU,2014,0.07974247
Ecuador,ECU,2015,0.098806314
Ecuador,ECU,2016,0.08395875
Ecuador,ECU,2017,0.0734
Ecuador,ECU,2018,0.08025777
Ecuador,ECU,2019,0.085526936
Ecuador,ECU,2020,0.0771
Ecuador,ECU,2021,0.06201
Ecuador,ECU,2022,0.0606
Egypt,EGY,1985,0
Egypt,EGY,1986,0
Egypt,EGY,1987,0
Egypt,EGY,1988,0
Egypt,EGY,1989,0
Egypt,EGY,1990,0
Egypt,EGY,1991,0
Egypt,EGY,1992,0
Egypt,EGY,1993,0
Egypt,EGY,1994,0
Egypt,EGY,1995,0
Egypt,EGY,1996,0
Egypt,EGY,1997,0
Egypt,EGY,1998,0
Egypt,EGY,1999,0.012
Egypt,EGY,2000,0.0805
Egypt,EGY,2001,0.179
Egypt,EGY,2002,0.2125
Egypt,EGY,2003,0.286
Egypt,EGY,2004,0.5040505
Egypt,EGY,2005,0.5101111
Egypt,EGY,2006,0.6050606
Egypt,EGY,2007,0.66243637
Egypt,EGY,2008,0.92981315
Egypt,EGY,2009,1.0371939
Egypt,EGY,2010,1.4091434
Egypt,EGY,2011,1.4948249
Egypt,EGY,2012,1.3362031
Egypt,EGY,2013,1.5765831
Egypt,EGY,2014,1.0281278
Egypt,EGY,2015,1.8945454
Egypt,EGY,2016,2.396693
Egypt,EGY,2017,2.1095762
Egypt,EGY,2018,2.987351
Egypt,EGY,2019,4.9796867
Egypt,EGY,2020,5.2323384
Egypt,EGY,2021,5.3803864
Egypt,EGY,2022,5.1433215
Estonia,EST,1990,0
Estonia,EST,1991,0
Estonia,EST,1992,0
Estonia,EST,1993,0
Estonia,EST,1994,0
Estonia,EST,1995,0
Estonia,EST,1996,0
Estonia,EST,1997,0
Estonia,EST,1998,0
Estonia,EST,1999,0
Estonia,EST,2000,0
Estonia,EST,2001,0
Estonia,EST,2002,0.0014
Estonia,EST,2003,0.0061
Estonia,EST,2004,0.0076
Estonia,EST,2005,0.0539
Estonia,EST,2006,0.0763
Estonia,EST,2007,0.091
Estonia,EST,2008,0.133
Estonia,EST,2009,0.195
Estonia,EST,2010,0.277
Estonia,EST,2011,0.368
Estonia,EST,2012,0.434
Estonia,EST,2013,0.529
Estonia,EST,2014,0.604
Estonia,EST,2015,0.715
Estonia,EST,2016,0.594
Estonia,EST,2017,0.723
Estonia,EST,2018,0.636
Estonia,EST,2019,0.687
Estonia,EST,2020,0.844
Estonia,EST,2021,0.733
Estonia,EST,2022,0.66112536
Europe,,1965,0
Europe,,1966,0
Europe,,1967,0
Europe,,1968,0
Europe,,1969,0
Europe,,1970,0
Europe,,1971,0
Europe,,1972,0
Europe,,1973,0
Europe,,1974,0
Europe,,1975,0
Europe,,1976,0
Europe,,1977,0
Europe,,1978,0.003
Europe,,1979,0.006
Europe,,1980,0.0105
Europe,,1981,0.0105
Europe,,1982,0.0185
Europe,,1983,0.030100001
Europe,,1984,0.0382
Europe,,1985,0.0574
Europe,,1986,0.1336
Europe,,1987,0.19080001
Europe,,1988,0.3297
Europe,,1989,0.5154
Europe,,1990,0.77946043
Europe,,1991,0.97942805
Europe,,1992,1.5346481
Europe,,1993,2.2914262
Europe,,1994,2.9880357
Europe,,1995,3.873229
Europe,,1996,4.8395853
Europe,,1997,7.305893
Europe,,1998,11.178979
Europe,,1999,14.234546
Europe,,2000,22.412415
Europe,,2001,26.864628
Europe,,2002,36.435246
Europe,,2003,44.851654
Europe,,2004,59.749386
Europe,,2005,71.57396
Europe,,2006,83.65837
Europe,,2007,106.165306
Europe,,2008,121.329094
Europe,,2009,134.67029
Europe,,2010,150.51685
Europe,,2011,182.2371
Europe,,2012,209.1899
Europe,,2013,240.57272
Europe,,2014,256.39938
Europe,,2015,307.49713
Europe,,2016,307.5215
Europe,,2017,366.50653
Europe,,2018,383.64862
Europe,,2019,438.192
Europe,,2020,489.53687
Europe,,2021,471.76514
Europe,,2022,523.76556
Europe (EI),,1965,0
Europe (EI),,1966,0
Europe (EI),,1967,0
Europe (EI),,1968,0
Europe (EI),,1969,0
Europe (EI),,1970,0
Europe (EI),,1971,0
Europe (EI),,1972,0
Europe (EI),,1973,0
Europe (EI),,1974,0
Europe (EI),,1975,0
Europe (EI),,1976,0
Europe (EI),,1977,0
Europe (EI),,1978,0.003
Europe (EI),,1979,0.006
Europe (EI),,1980,0.0105
Europe (EI),,1981,0.0105
Europe (EI),,1982,0.0185
Europe (EI),,1983,0.0301
Europe (EI),,1984,0.0382
Europe (EI),,1985,0.0574
Europe (EI),,1986,0.1336
Europe (EI),,1987,0.1908
Europe (EI),,1988,0.3297
Europe (EI),,1989,0.5154
Europe (EI),,1990,0.77946043
Europe (EI),,1991,0.979428
Europe (EI),,1992,1.5346481
Europe (EI),,1993,2.2914262
Europe (EI),,1994,2.9880357
Europe (EI),,1995,3.8732293
Europe (EI),,1996,4.8395853
Europe (EI),,1997,7.305893
Europe (EI),,1998,11.184479
Europe (EI),,1999,14.255046
Europe (EI),,2000,22.443914
Europe (EI),,2001,26.92393
Europe (EI),,2002,36.477047
Europe (EI),,2003,44.904457
Europe (EI),,2004,59.799076
Europe (EI),,2005,71.62515
Europe (EI),,2006,83.78267
Europe (EI),,2007,106.508804
Europe (EI),,2008,122.169395
Europe (EI),,2009,136.16086
Europe (EI),,2010,153.42809
Europe (EI),,2011,186.95161
Europe (EI),,2012,215.0394
Europe (EI),,2013,248.1177
Europe (EI),,2014,264.8143
Europe (EI),,2015,318.96255
Europe (EI),,2016,322.81747
Europe (EI),,2017,384.17432
Europe (EI),,2018,403.26166
Europe (EI),,2019,459.4419
Europe (EI),,2020,513.04205
Europe (EI),,2021,500.43298
Europe (EI),,2022,554.52106
European Union (27),,1965,0
European Union (27),,1966,0
European Union (27),,1967,0
European Union (27),,1968,0
European Union (27),,1969,0
European Union (27),,1970,0
European Union (27),,1971,0
European Union (27),,1972,0
European Union (27),,1973,0
European Union (27),,1974,0
European Union (27),,1975,0
European Union (27),,1976,0
European Union (27),,1977,0
European Union (27),,1978,0.003
European Union (27),,1979,0.006
European Union (27),,1980,0.0105
European Union (27),,1981,0.0105
European Union (27),,1982,0.0185
European Union (27),,1983,0.0301
European Union (27),,1984,0.0382
European Union (27),,1985,0.0574
European Union (27),,1986,0.1336
European Union (27),,1987,0.1908
European Union (27),,1988,0.3297
European Union (27),,1989,0.5064
European Union (27),,1990,0.7704604
European Union (27),,1991,0.970428
European Union (27),,1992,1.5016481
European Union (27),,1993,2.0669987
European Union (27),,1994,2.6344247
European Union (27),,1995,3.4706535
European Union (27),,1996,4.3409996
European Union (27),,1997,6.6253376
European Union (27),,1998,10.284428
European Union (27),,1999,13.352978
European Union (27),,2000,21.423986
European Union (27),,2001,25.84902
European Union (27),,2002,35.06749
European Union (27),,2003,43.298035
European Union (27),,2004,57.50379
European Union (27),,2005,68.09771
European Union (27),,2006,78.714035
European Union (27),,2007,99.91396
European Union (27),,2008,113.234535
European Union (27),,2009,124.325356
European Union (27),,2010,139.24428
European Union (27),,2011,164.80656
European Union (27),,2012,187.39543
European Union (27),,2013,209.52415
European Union (27),,2014,220.77077
European Union (27),,2015,263.13577
European Union (27),,2016,266.7539
European Union (27),,2017,312.2475
European Union (27),,2018,320.54285
European Union (27),,2019,364.40314
European Union (27),,2020,397.36908
European Union (27),,2021,386.34805
European Union (27),,2022,420.48444
Finland,FIN,1990,0
Finland,FIN,1991,0
Finland,FIN,1992,0.002
Finland,FIN,1993,0.004
Finland,FIN,1994,0.007
Finland,FIN,1995,0.011
Finland,FIN,1996,0.011
Finland,FIN,1997,0.017
Finland,FIN,1998,0.023
Finland,FIN,1999,0.049
Finland,FIN,2000,0.078
Finland,FIN,2001,0.07
Finland,FIN,2002,0.064
Finland,FIN,2003,0.093
Finland,FIN,2004,0.120344
Finland,FIN,2005,0.169942
Finland,FIN,2006,0.155641
Finland,FIN,2007,0.188408
Finland,FIN,2008,0.26052
Finland,FIN,2009,0.276624
Finland,FIN,2010,0.294317
Finland,FIN,2011,0.481393
Finland,FIN,2012,0.494323
Finland,FIN,2013,0.773692
Finland,FIN,2014,1.107172
Finland,FIN,2015,2.327359
Finland,FIN,2016,3.068041
Finland,FIN,2017,4.795192
Finland,FIN,2018,5.838668
Finland,FIN,2019,6.024746
Finland,FIN,2020,7.93815
Finland,FIN,2021,8.17987
Finland,FIN,2022,11.903795
France,FRA,1990,0.000271526
France,FRA,1991,0.000489604
France,FRA,1992,0.000489604
France,FRA,1993,0.00240218
France,FRA,1994,0.004704
France,FRA,1995,0.0047142
France,FRA,1996,0.0074302
France,FRA,1997,0.0111284
France,FRA,1998,0.0194972
France,FRA,1999,0.03694443
France,FRA,2000,0.048
France,FRA,2001,0.131
France,FRA,2002,0.265
France,FRA,2003,0.388
France,FRA,2004,0.595
France,FRA,2005,0.962
France,FRA,2006,2.182
France,FRA,2007,4.07
France,FRA,2008,5.694
France,FRA,2009,7.912
France,FRA,2010,9.945
France,FRA,2011,12.313573
France,FRA,2012,15.107985
France,FRA,2013,16.054344
France,FRA,2014,17.250189
France,FRA,2015,21.350168
France,FRA,2016,21.307966
France,FRA,2017,24.54369
France,FRA,2018,28.53087
France,FRA,2019,34.615356
France,FRA,2020,39.74983
France,FRA,2021,36.775047
France,FRA,2022,38.007793
Germany,DEU,1986,0.001
Germany,DEU,1987,0.002
Germany,DEU,1988,0.008
Germany,DEU,1989,0.026
Germany,DEU,1990,0.071
Germany,DEU,1991,0.1
Germany,DEU,1992,0.275
Germany,DEU,1993,0.6
Germany,DEU,1994,0.909
Germany,DEU,1995,1.5
Germany,DEU,1996,2.032
Germany,DEU,1997,2.966
Germany,DEU,1998,4.489
Germany,DEU,1999,5.528
Germany,DEU,2000,9.5
Germany,DEU,2001,10.5
Germany,DEU,2002,15.8
Germany,DEU,2003,19.087
Germany,DEU,2004,26.019
Germany,DEU,2005,27.774
Germany,DEU,2006,31.324
Germany,DEU,2007,40.507
Germany,DEU,2008,41.385
Germany,DEU,2009,39.42
Germany,DEU,2010,38.547
Germany,DEU,2011,49.857
Germany,DEU,2012,51.68
Germany,DEU,2013,52.737
Germany,DEU,2014,58.497
Germany,DEU,2015,80.624
Germany,DEU,2016,79.924
Germany,DEU,2017,105.693
Germany,DEU,2018,109.951
Germany,DEU,2019,125.894
Germany,DEU,2020,132.102
Germany,DEU,2021,114.647
Germany,DEU,2022,125.287
Greece,GRC,1987,0.001
Greece,GRC,1988,0.001
Greece,GRC,1989,0.001
Greece,GRC,1990,0.002
Greece,GRC,1991,0.002
Greece,GRC,1992,0.008
Greece,GRC,1993,0.047
Greece,GRC,1994,0.037
Greece,GRC,1995,0.034
Greece,GRC,1996,0.038
Greece,GRC,1997,0.036
Greece,GRC,1998,0.07
Greece,GRC,1999,0.162
Greece,GRC,2000,0.451
Greece,GRC,2001,0.756
Greece,GRC,2002,0.651
Greece,GRC,2003,1.021
Greece,GRC,2004,1.120765
Greece,GRC,2005,1.266452
Greece,GRC,2006,1.699353
Greece,GRC,2007,1.818
Greece,GRC,2008,2.242
Greece,GRC,2009,2.543
Greece,GRC,2010,2.713937
Greece,GRC,2011,3.315227
Greece,GRC,2012,3.850157
Greece,GRC,2013,4.139136
Greece,GRC,2014,3.688575
Greece,GRC,2015,4.621019
Greece,GRC,2016,5.145896
Greece,GRC,2017,5.536987
Greece,GRC,2018,6.300259
Greece,GRC,2019,7.266347
Greece,GRC,2020,9.310104
Greece,GRC,2021,10.482981
Greece,GRC,2022,10.879472
High-income countries,,1965,0
High-income countries,,1966,0
High-income countries,,1967,0
High-income countries,,1968,0
High-income countries,,1969,0
High-income countries,,1970,0
High-income countries,,1971,0
High-income countries,,1972,0
High-income countries,,1973,0
High-income countries,,1974,0
High-income countries,,1975,0
High-income countries,,1976,0
High-income countries,,1977,0
High-income countries,,1978,0.003
High-income countries,,1979,0.006
High-income countries,,1980,0.0105
High-income countries,,1981,0.0105
High-income countries,,1982,0.0185
High-income countries,,1983,0.03279495
High-income countries,,1984,0.044755556
High-income countries,,1985,0.0642202
High-income countries,,1986,0.13883132
High-income countries,,1987,0.19537677
High-income countries,,1988,0.3315798
High-income countries,,1989,2.649777
High-income countries,,1990,3.5981474
High-income countries,,1991,3.9621058
High-income countries,,1992,4.511029
High-income countries,,1993,5.3911333
High-income countries,,1994,6.536823
High-income countries,,1995,7.136838
High-income countries,,1996,8.184981
High-income countries,,1997,10.711638
High-income countries,,1998,14.342826
High-income countries,,1999,19.050505
High-income countries,,2000,28.699022
High-income countries,,2001,34.69921
High-income countries,,2002,48.42115
High-income countries,,2003,58.54972
High-income countries,,2004,77.61663
High-income countries,,2005,95.13224
High-income countries,,2006,118.36381
High-income countries,,2007,151.21318
High-income countries,,2008,189.38675
High-income countries,,2009,226.54605
High-income countries,,2010,266.823
High-income countries,,2011,328.3899
High-income countries,,2012,378.4864
High-income countries,,2013,438.9604
High-income countries,,2014,471.1694
High-income countries,,2015,548.61743
High-income countries,,2016,591.28687
High-income countries,,2017,680.454
High-income countries,,2018,721.61633
High-income countries,,2019,802.35504
High-income countries,,2020,902.6529
High-income countries,,2021,929.14044
High-income countries,,2022,1049.9795
Hong Kong,HKG,1990,0
Hong Kong,HKG,1991,0
Hong Kong,HKG,1992,0
Hong Kong,HKG,1993,0
Hong Kong,HKG,1994,0
Hong Kong,HKG,1995,0
Hong Kong,HKG,1996,0
Hong Kong,HKG,1997,0
Hong Kong,HKG,1998,0
Hong Kong,HKG,1999,0
Hong Kong,HKG,2000,0
Hong Kong,HKG,2001,0
Hong Kong,HKG,2002,0
Hong Kong,HKG,2003,0
Hong Kong,HKG,2004,0
Hong Kong,HKG,2005,0
Hong Kong,HKG,2006,0.000694
Hong Kong,HKG,2007,0.000865
Hong Kong,HKG,2008,0.000807
Hong Kong,HKG,2009,0.001099
Hong Kong,HKG,2010,0.001041
Hong Kong,HKG,2011,0.000868
Hong Kong,HKG,2012,0.001053
Hong Kong,HKG,2013,0.000836
Hong Kong,HKG,2014,0.0009
Hong Kong,HKG,2015,0.000811
Hong Kong,HKG,2016,0.000492
Hong Kong,HKG,2017,0.001045
Hong Kong,HKG,2018,0.0007
Hong Kong,HKG,2019,0.0007
Hong Kong,HKG,2020,0.0008
Hong Kong,HKG,2021,0.001026
Hong Kong,HKG,2022,0.001026
Hungary,HUN,1990,0
Hungary,HUN,1991,0
Hungary,HUN,1992,0
Hungary,HUN,1993,0
Hungary,HUN,1994,0
Hungary,HUN,1995,0
Hungary,HUN,1996,0
Hungary,HUN,1997,0
Hungary,HUN,1998,0
Hungary,HUN,1999,0
Hungary,HUN,2000,0
Hungary,HUN,2001,0.001
Hungary,HUN,2002,0.001
Hungary,HUN,2003,0.004
Hungary,HUN,2004,0.006
Hungary,HUN,2005,0.01
Hungary,HUN,2006,0.043
Hungary,HUN,2007,0.11
Hungary,HUN,2008,0.205
Hungary,HUN,2009,0.331
Hungary,HUN,2010,0.527
Hungary,HUN,2011,0.626
Hungary,HUN,2012,0.771181
Hungary,HUN,2013,0.717905
Hungary,HUN,2014,0.65654
Hungary,HUN,2015,0.693
Hungary,HUN,2016,0.684
Hungary,HUN,2017,0.758
Hungary,HUN,2018,0.607
Hungary,HUN,2019,0.729
Hungary,HUN,2020,0.655
Hungary,HUN,2021,0.664
Hungary,HUN,2022,0.604518
Iceland,ISL,1990,0
Iceland,ISL,1991,0
Iceland,ISL,1992,0
Iceland,ISL,1993,0
Iceland,ISL,1994,0
Iceland,ISL,1995,0
Iceland,ISL,1996,0
Iceland,ISL,1997,0
Iceland,ISL,1998,0
Iceland,ISL,1999,0
Iceland,ISL,2000,0
Iceland,ISL,2001,0
Iceland,ISL,2002,0
Iceland,ISL,2003,0
Iceland,ISL,2004,0
Iceland,ISL,2005,0
Iceland,ISL,2006,0
Iceland,ISL,2007,0
Iceland,ISL,2008,0
Iceland,ISL,2009,0
Iceland,ISL,2010,0
Iceland,ISL,2011,0.000007936
Iceland,ISL,2012,0
Iceland,ISL,2013,0.005484748
Iceland,ISL,2014,0.008385545
Iceland,ISL,2015,0.010894204
Iceland,ISL,2016,0.009209778
Iceland,ISL,2017,0.008126884
Iceland,ISL,2018,0.004363
Iceland,ISL,2019,0.006569191
Iceland,ISL,2020,0.0066603
Iceland,ISL,2021,0.006087
Iceland,ISL,2022,0.005733
India,IND,1965,0
India,IND,1966,0
India,IND,1967,0
India,IND,1968,0
India,IND,1969,0
India,IND,1970,0
India,IND,1971,0
India,IND,1972,0
India,IND,1973,0
India,IND,1974,0
India,IND,1975,0
India,IND,1976,0
India,IND,1977,0
India,IND,1978,0
India,IND,1979,0
India,IND,1980,0
India,IND,1981,0
India,IND,1982,0
India,IND,1983,0
India,IND,1984,0
India,IND,1985,0
India,IND,1986,0
India,IND,1987,0
India,IND,1988,0
India,IND,1989,0
India,IND,1990,0.03030303
India,IND,1991,0.11291
India,IND,1992,0.08847
India,IND,1993,0.09477
India,IND,1994,0.19128
India,IND,1995,0.49647
India,IND,1996,0.87838
India,IND,1997,0.988
India,IND,1998,1.079
India,IND,1999,1.446
India,IND,2000,1.582
India,IND,2001,2.085
India,IND,2002,2.085
India,IND,2003,2.60448
India,IND,2004,5.22543
India,IND,2005,5.991
India,IND,2006,9.3373
India,IND,2007,11.6828
India,IND,2008,14.3782
India,IND,2009,16.271
India,IND,2010,19.4564
India,IND,2011,23.9523
India,IND,2012,27.4326
India,IND,2013,30.0074
India,IND,2014,33.4549
India,IND,2015,32.74138
India,IND,2016,43.45271
India,IND,2017,52.62928
India,IND,2018,60.31128
India,IND,2019,63.31423
India,IND,2020,60.427402
India,IND,2021,68.094246
India,IND,2022,70.045166
Indonesia,IDN,1965,0
Indonesia,IDN,1966,0
Indonesia,IDN,1967,0
Indonesia,IDN,1968,0
Indonesia,IDN,1969,0
Indonesia,IDN,1970,0
Indonesia,IDN,1971,0
Indonesia,IDN,1972,0
Indonesia,IDN,1973,0
Indonesia,IDN,1974,0
Indonesia,IDN,1975,0
Indonesia,IDN,1976,0
Indonesia,IDN,1977,0
Indonesia,IDN,1978,0
Indonesia,IDN,1979,0
Indonesia,IDN,1980,0
Indonesia,IDN,1981,0
Indonesia,IDN,1982,0
Indonesia,IDN,1983,0
Indonesia,IDN,1984,0
Indonesia,IDN,1985,0
Indonesia,IDN,1986,0
Indonesia,IDN,1987,0
Indonesia,IDN,1988,0
Indonesia,IDN,1989,0
Indonesia,IDN,1990,0
Indonesia,IDN,1991,0
Indonesia,IDN,1992,0
Indonesia,IDN,1993,0
Indonesia,IDN,1994,0
Indonesia,IDN,1995,0
Indonesia,IDN,1996,0
Indonesia,IDN,1997,0
Indonesia,IDN,1998,0
Indonesia,IDN,1999,0
Indonesia,IDN,2000,0
Indonesia,IDN,2001,0
Indonesia,IDN,2002,0
Indonesia,IDN,2003,0
Indonesia,IDN,2004,0
Indonesia,IDN,2005,0
Indonesia,IDN,2006,0
Indonesia,IDN,2007,0.00002
Indonesia,IDN,2008,0.00027
Indonesia,IDN,2009,0.00367
Indonesia,IDN,2010,0.00364
Indonesia,IDN,2011,0.00469
Indonesia,IDN,2012,0.00461
Indonesia,IDN,2013,0.0001
Indonesia,IDN,2014,0
Indonesia,IDN,2015,0.0037
Indonesia,IDN,2016,0.00569
Indonesia,IDN,2017,0
Indonesia,IDN,2018,0.18998
Indonesia,IDN,2019,0.484
Indonesia,IDN,2020,0.475
Indonesia,IDN,2021,0.437
Indonesia,IDN,2022,0.356
Iran,IRN,1990,0
Iran,IRN,1991,0
Iran,IRN,1992,0
Iran,IRN,1993,0
Iran,IRN,1994,0
Iran,IRN,1995,0
Iran,IRN,1996,0
Iran,IRN,1997,0
Iran,IRN,1998,0
Iran,IRN,1999,0.035
Iran,IRN,2000,0.0365
Iran,IRN,2001,0.0337
Iran,IRN,2002,0.0303
Iran,IRN,2003,0.0276
Iran,IRN,2004,0.0463
Iran,IRN,2005,0.0709
Iran,IRN,2006,0.1253
Iran,IRN,2007,0.1409
Iran,IRN,2008,0.1958
Iran,IRN,2009,0.2262
Iran,IRN,2010,0.169
Iran,IRN,2011,0.212
Iran,IRN,2012,0.283
Iran,IRN,2013,0.219
Iran,IRN,2014,0.2
Iran,IRN,2015,0.141
Iran,IRN,2016,0.156
Iran,IRN,2017,0.318
Iran,IRN,2018,0.75
Iran,IRN,2019,0.722
Iran,IRN,2020,1.126
Iran,IRN,2021,1.1306508
Iran,IRN,2022,1.2465588
Iraq,IRQ,1990,0
Iraq,IRQ,1991,0
Iraq,IRQ,1992,0
Iraq,IRQ,1993,0
Iraq,IRQ,1994,0
Iraq,IRQ,1995,0
Iraq,IRQ,1996,0
Iraq,IRQ,1997,0
Iraq,IRQ,1998,0
Iraq,IRQ,1999,0
Iraq,IRQ,2000,0
Iraq,IRQ,2001,0
Iraq,IRQ,2002,0
Iraq,IRQ,2003,0
Iraq,IRQ,2004,0
Iraq,IRQ,2005,0
Iraq,IRQ,2006,0
Iraq,IRQ,2007,0
Iraq,IRQ,2008,0
Iraq,IRQ,2009,0
Iraq,IRQ,2010,0
Iraq,IRQ,2011,0
Iraq,IRQ,2012,0
Iraq,IRQ,2013,0
Iraq,IRQ,2014,0
Iraq,IRQ,2015,0
Iraq,IRQ,2016,0
Iraq,IRQ,2017,0
Iraq,IRQ,2018,0
Iraq,IRQ,2019,0
Iraq,IRQ,2020,0
Iraq,IRQ,2021,0
Iraq,IRQ,2022,0
Ireland,IRL,1990,0
Ireland,IRL,1991,0
Ireland,IRL,1992,0.0050009
Ireland,IRL,1993,0.0150027
Ireland,IRL,1994,0.01900342
Ireland,IRL,1995,0.01600288
Ireland,IRL,1996,0.01400252
Ireland,IRL,1997,0.050009
Ireland,IRL,1998,0.16903041
Ireland,IRL,1999,0.18703365
Ireland,IRL,2000,0.24404392
Ireland,IRL,2001,0.33406013
Ireland,IRL,2002,0.38806984
Ireland,IRL,2003,0.4540817
Ireland,IRL,2004,0.6551179
Ireland,IRL,2005,1.1121101
Ireland,IRL,2006,1.6223332
Ireland,IRL,2007,1.9587231
Ireland,IRL,2008,2.410447
Ireland,IRL,2009,2.9557493
Ireland,IRL,2010,2.8151658
Ireland,IRL,2011,4.381103
Ireland,IRL,2012,4.0112
Ireland,IRL,2013,4.542332
Ireland,IRL,2014,5.1409864
Ireland,IRL,2015,6.5741806
Ireland,IRL,2016,6.147043
Ireland,IRL,2017,7.444037
Ireland,IRL,2018,8.639767
Ireland,IRL,2019,10.019485
Ireland,IRL,2020,11.54942
Ireland,IRL,2021,9.775912
Ireland,IRL,2022,11.349998
Israel,ISR,1990,0
Israel,ISR,1991,0
Israel,ISR,1992,0
Israel,ISR,1993,0
Israel,ISR,1994,0
Israel,ISR,1995,0
Israel,ISR,1996,0
Israel,ISR,1997,0
Israel,ISR,1998,0
Israel,ISR,1999,0
Israel,ISR,2000,0
Israel,ISR,2001,0.01
